"Word","Length","Freq_HAL","Pron","I_Mean_RT","I_NMG_Mean_RT"
"dekko","5","5","""dEko","#","#"
"DEL","3","47,130","d""El","#","#"
"DELAHANTY","9","49","d""El@h@nti","#","#"
"DELANCY","7","25","d""El@nsi","#","#"
"DELANEY","7","1,464","d@.l""e.ni","#","#"
"DELANO","6","198","""dEl@%no","#","#"
"DELAWARES","9","1","d""El@.w%Erz","#","#"
"delaying","8","1,043","dI.l""e.IN","#","#"
"delectably","10","12","dI.l""Ek.t@.bli","#","#"
"delectation","11","40","d%i.lEk.t""e.Sn=","#","#"
"delegacies","10","0","d""E.l@.g@.siz","#","#"
"delegacy","8","0","d""E.l@.g@.si","#","#"
"DELENDA","7","411","#","#","#"
"deleted","7","16,571","dI.l""i4.@d","#","#"
"deleteriously","13","2","d%E.l@.t""I.ri@s.li","#","#"
"deletes","7","1,043","dI.l""its","#","#"
"deleting","8","3,107","dI.l""i4.IN","#","#"
"deletions","9","758","dI.l""i.Sn=z","#","#"
"delf","4","35","""dElf","#","#"
"Delft","5","939","d""Elft","#","#"
"delftware","9","1","""dElftwEr","#","#"
"DELIA","5","241","d""i.lj@","#","#"
"deliberated","11","62","dI.l""I.b@`.r%e4.@d","#","#"
"deliberateness","14","17","dI.l""I.b@`.r@t.n@s","#","#"
"deliberates","11","8","dI.l""I.b@`.rets","#","#"
"deliberating","12","87","dI.l""I.b@`.r%e4.IN","#","#"
"deliberative","12","69","dI.l""I.b@`.r%e4.Iv","#","#"
"delicatessens","13","10","d%E.l@.k@.t""E.sn=z","#","#"
"deliciousness","13","4","dI.l""I.S@s.n@s","#","#"
"DELICTI","7","15","#","#","#"
"delimitate","10","0","dI.l""I.m@t.et","#","#"
"delimitated","11","4","dI.l""I.m@t.%e4.@d","#","#"
"delimitates","11","0","dI.l""I.m@t.ets","#","#"
"delimitating","12","2","dI.l""I.m@t.%e4.IN","#","#"
"delimitation","12","41","dI.l%I.m@t.""e.Sn=","#","#"
"delimitations","13","2","dI.l%I.m@t.""e.Sn=z","#","#"
"delimited","9","570","di.l""I.m@4.@d","#","#"
"delimiting","10","72","di.l""I.m@4.IN","#","#"
"delineates","10","93","dI.l""I.ni.ets","#","#"
"delineations","12","15","dI.l%I.ni.""e.Sn=z","#","#"
"delinquencies","13","17","dI.l""IN.kw@n.siz","#","#"
"deliquesce","10","0","d%E.l@.kw""Es","#","#"
"deliquesced","11","0","d%E.l@.kw""Est","#","#"
"deliquescence","13","1","d%E.l@.kw""Es.n=s","#","#"
"deliquescent","12","2","d%E.l@.kw""Es.n=t","#","#"
"deliquesces","11","0","d%E.l@.kw""Es.@z","#","#"
"deliquescing","12","0","d%E.l@.kw""Es.IN","#","#"
"deliriously","11","49","dI.l""I.ri@s.li","#","#"
"deliverances","12","236","dI.l""I.v@`.@ns.@z","#","#"
"deliverer","9","144","dI.l""I.v@`.@`","#","#"
"deliverers","10","10","dI.l""I.v@`.@`z","#","#"
"deliveries","10","1,023","dI.l""I.v@`.iz","#","#"
"deliverymen","11","2","dI.l""I.v@`.i.m%En","#","#"
"DELIVRE","7","2","#","#","#"
"DELLA","5","3,288","d""E.l@","#","#"
"DELLE","5","1,418","d""El","#","#"
"DELLER","6","163","d""El@`","#","#"
"DELLWOOD","8","2","d""El.w%Ud","#","#"
"DELMORE","7","33","""dElmor","#","#"
"DELON","5","27","#","#","#"
"DELORIS","7","10","d""El@`%Is","#","#"
"delouses","8","0","d%i.l""aUs.@z","#","#"
"delousing","9","189","d%i.l""aUs.IN","#","#"
"Delphian","8","72","""dElfi@n","#","#"
"DELPHINE","8","92","dEl""fin","#","#"
"DELPHINE'S","10","1","#","#","#"
"delphinium","10","16","dEl.f""I.ni@m","#","#"
"delphiniums","11","6","dEl.f""I.ni@mz","#","#"
"DELRAY","6","145","d%Elr""e","#","#"
"deludes","7","17","dI.l""udz","#","#"
"deluges","7","2","d""E.ljudZ.@z","#","#"
"deluging","8","30","d""E.ljudZ.IN","#","#"
"delusions","9","1,359","dI.l""u.Zn=z","#","#"
"delusive","8","18","dI.l""us.Iv","#","#"
"delusively","10","0","dI.l""us.Iv.li","#","#"
"delved","6","173","d""Elvd","#","#"
"delves","6","106","d""Elvz","#","#"
"DELVIN","6","10","d""El.v%an","#","#"
"DEMAGE","6","5","#","#","#"
"demagnetization","15","3","d%i.m%ag.n@4.@z.""e.Sn=","#","#"
"demagnetized","12","19","d%i.m""ag.n@t.aIzd","#","#"
"demagnetizes","12","10","d%i.m""ag.n@t.%aIz.@z","#","#"
"demagnetizing","13","16","d%i.m""ag.n@t.%aIz.IN","#","#"
"demagogic","9","80","d%E.m@.g""AdZ.Ik","#","#"
"demagogically","13","2","d%E.m@.g""AdZ.Ik.l=.li","#","#"
"demagoguery","11","329","d""E.m@.g%Ag.@`.ri","#","#"
"demagogues","10","238","d""E.m@.gAgz","#","#"
"demarcates","10","3","dI.m""Ar.kets","#","#"
"demarcating","11","8","dI.m""Ar.ke4.IN","#","#"
"demarche","8","45","de""maRS","#","#"
"demarches","9","8","de""maRS@z","#","#"
"demeaned","8","84","dI.m""ind","#","#"
"demeaning","9","797","dI.m""in.IN","#","#"
"demeanour","9","46","dI.m""i.n@`","#","#"
"dementedly","10","7","dI.m""En4.@d.li","#","#"
"dementing","9","4","dI.m""En4.IN","#","#"
"dements","7","4","dI.m""Ents","#","#"
"demerara","8","10","d%E.m@`.r""E.r@","#","#"
"demerits","8","115","d%i.m""E.r@ts","#","#"
"demesne","7","10","dI""men","#","#"
"demesnes","8","2","dI""menz","#","#"
"DEMETRIUS","9","218","d@""mitri@s","#","#"
"demigoddess","11","9","d""E.mi.g%A4.@s","#","#"
"demigoddesses","13","2","d""E.mi.g%A4.@s.@z","#","#"
"demigods","8","273","d""E.mi.g%Adz","#","#"
"demijohn","8","8","d""E.mI.dZ%An","#","#"
"demijohns","9","1","d""E.mI.dZ%Anz","#","#"
"demilitarization","16","85","d%i.mI.lI.4@`.r@z.""e.Sn=","#","#"
"demilitarized","13","135","d%i.m""I.lI.4@`.raIzd","#","#"
"demilitarizes","13","0","d%i.m""I.lI.4@`.r%aIz.@z","#","#"
"demilitarizing","14","5","d%i.m""I.lI.4@`.r%aIz.IN","#","#"
"demimondaine","12","3","%dEmimAn""den","#","#"
"demimondaines","13","3","%dEmimAn""denz","#","#"
"demimonde","9","1","d""E.mi.m%And","#","#"
"demist","6","1","d%i.m""Ist","#","#"
"demisted","8","0","d%i.m""Ist.@d","#","#"
"demister","8","0","d%i.m""Ist.@`","#","#"
"demisters","9","1","d%i.m""Ist.@`z","#","#"
"demisting","9","3","d%i.m""Ist.IN","#","#"
"demists","7","0","d%i.m""Ists","#","#"
"demob","5","4","di.m""Ab","#","#"
"demobbed","8","6","di.m""Abd","#","#"
"demobbing","9","0","di.m""Ab.IN","#","#"
"demobilized","11","106","d%i.m""o.bl=.%aIzd","#","#"
"demobilizes","11","0","d%i.m""o.bl=.%aIz.@z","#","#"
"demobilizing","12","3","d%i.m""o.bl=.%aIz.IN","#","#"
"demobs","6","0","di.m""Abz","#","#"
"democratically","14","572","d%E.m@.kr""a4.Ik.li","#","#"
"DEMOCRATIQUE","12","46","#","#","#"
"democratized","12","14","dI.m""A.kr@t.aIzd","#","#"
"democratizes","12","1","dI.m""A.kr@t.%aIz.@z","#","#"
"democratizing","13","34","dI.m""A.kr@t.%aIz.IN","#","#"
"demode","6","3","demO""de","#","#"
"DEMODOCUS","9","0","d@""mAd@k@s","#","#"
"demographers","12","42","dI.m""A.gr@.f@`z","#","#"
"DEMOGRAPHIE","11","11","#","#","#"
"DEMOGRAPHIQUES","14","0","#","#","#"
"demolishes","10","59","dI.m""A.lIS.@z","#","#"
"demolishing","11","155","dI.m""A.lIS.IN","#","#"
"demolitions","11","123","d%E.m@.l""I.Sn=z","#","#"
"demonetization","14","0","d%i.mA.n@.4@z.""e.Sn=","#","#"
"demonetizations","15","0","d%i.mA.n@.4@z.""e.Sn=z","#","#"
"demonetize","10","2","d%i.m""A.n@.taIz","#","#"
"demonetized","11","5","d%i.m""A.n@.taIzd","#","#"
"demonetizes","11","0","d%i.m""A.n@.taIz.@z","#","#"
"demonetizing","12","1","d%i.m""A.n@.taIz.IN","#","#"
"demoniacal","10","8","d%i.m@.n""aI@k.@l","#","#"
"demoniacally","12","4","d%i.m@.n""aI@.kli","#","#"
"demoniacs","9","9","dI""moni%aks","#","#"
"demonically","11","11","dI.m""An.Ik.l=.li","#","#"
"demonstrability","15","1","#","#","#"
"demonstratively","15","17","dI.m""An.str@4.Iv.li","#","#"
"demos","5","8,958","d""E.moz","#","#"
"demotes","7","15","dI.m""ots","#","#"
"demotic","7","19","dI.m""A.4Ik","#","#"
"demoting","8","37","dI.m""o4.IN","#","#"
"demotions","9","20","dI.m""o.Sn=z","#","#"
"demur","5","45","dI.m""3`","#","#"
"demurely","8","83","dI.mj""Ur.li","#","#"
"demureness","10","4","dI.mj""Ur.n@s","#","#"
"demurred","8","32","dI.m""3`d","#","#"
"DEMURRER","8","28","dI.m""3`.@`","#","#"
"demurring","9","1","dI.m""3`.IN","#","#"
"demurs","6","9","dI.m""3`z","#","#"
"demystification","15","13","d%i.mI.st@.f@.k""e.Sn=","#","#"
"demystified","11","42","d%i.m""I.st@.faId","#","#"
"demystifies","11","7","d%i.m""I.st@.faIz","#","#"
"demystifying","12","39","d%i.m""I.st@.f%aI.IN","#","#"
"DEMYTHOLOGIZATION","17","1","d%i.mIT.%A.l@.dZ@z.""e.Sn=","#","#"
"denary","6","0","d""i.n@`.ri","#","#"
"denationalization","17","77","d%i.n%aS.nl=.@z.""e.Sn=","#","#"
"denationalized","14","7","d%i.n""aS.nl=.aIzd","#","#"
"denationalizes","14","0","d%i.n""aS.nl=.%aIz.@z","#","#"
"denationalizing","15","0","d%i.n""aS.nl=.%aIz.IN","#","#"
"deniable","8","32","dI.n""aI@.bl=","#","#"
"deniably","8","0","dI.n""aI@.bli","#","#"
"denigrated","10","124","d""E.n@.gr%e4.@d","#","#"
"denigrates","10","59","d""E.n@.grets","#","#"
"denigrating","11","232","d""E.n@.gr%e4.IN","#","#"
"denims","6","13","d""E.n@mz","#","#"
"denizens","8","721","d""E.nI.zn=z","#","#"
"denominates","11","1","dI.n""A.m@.nets","#","#"
"denominating","12","0","dI.n""A.m@.n%e4.IN","#","#"
"denotations","11","19","d%i.not.""e.Sn=z","#","#"
"denotative","10","14","dI.n""o4.@.4Iv","#","#"
"denouement","10","57","d%e.nu.m""An","#","#"
"denouements","11","0","d%e.nu.m""Anz","#","#"
"densely","7","314","d""Ens.li","#","#"
"denseness","9","16","d""Ens.n@s","#","#"
"denser","6","300","d""Ens.@`","#","#"
"DENSMORE","8","107","d""insmOr","#","#"
"dentals","7","0","d""En.4l=z","#","#"
"dentifrice","10","7","d""En.4@.frIs","#","#"
"DENTON","6","1,458","d""En.tn=","#","#"
"dents","5","673","d""Ents","#","#"
"denudation","10","4","d%i.n@d.""e.Sn=","#","#"
"denude","6","12","dI.n""ud","#","#"
"denuded","7","37","dI.n""u4.@d","#","#"
"denudes","7","1","dI.n""udz","#","#"
"denuding","8","10","dI.n""u4.IN","#","#"
"denunciated","11","0","dI.n""Vn.si.%e4.@d","#","#"
"denunciates","11","0","dI.n""Vn.si.ets","#","#"
"denunciating","12","0","dI.n""Vn.si.et.IN","#","#"
"DENVERITE","9","0","#","#","#"
"DENYIN","6","10","d""En.j%In","#","#"
"deodar","6","3","""di@%dAr","#","#"
"deodars","7","0","""di@%dArz","#","#"
"deodorants","10","54","d%i.""o.4@`.@nts","#","#"
"deodorized","10","8","d%i.""o.4@`.aIzd","#","#"
"deodorizes","10","2","d%i.""o.4@`.%aIz.@z","#","#"
"deodorizing","11","15","d%i.""o.4@`.%aIz.IN","#","#"
"DEOR","4","3","#","#","#"
"DEPECIATION","11","0","#","#","#"
"dependability","13","271","dI.p%En4.@.b""Il.@.4i","#","#"
"dependably","10","39","dI.p""En4.@.bli","#","#"
"dependants","10","132","dI.p""En4.@nts","#","#"
"dependencies","12","892","dI.p""En4.@ns.iz","#","#"
"dependently","11","16","dI""pEnd@ntli","#","#"
"DEPEW","5","434","d@""pju","#","#"
"depictions","10","363","dI.p""Ik.Sn=z","#","#"
"depicts","7","777","dI.p""Ikts","#","#"
"depilation","10","4","d%E.p@.l""e.Sn=","#","#"
"depilations","11","0","d%E.p@.l""e.Sn=z","#","#"
"depilatories","12","5","dI""pIl@%toriz","#","#"
"deplaned","8","6","d%i.pl""end","#","#"
"deplanes","8","0","d%i.pl""enz","#","#"
"deplaning","9","9","d%i.pl""en.IN","#","#"
"depleted","8","870","dI.pl""i4.@d","#","#"
"depletes","8","82","dI.pl""its","#","#"
"depleting","9","174","dI.pl""i4.IN","#","#"
"deploring","9","45","dI.pl""Or.IN","#","#"
"deployments","11","113","dI.pl""OI.m@nts","#","#"
"deploys","7","91","dI.pl""OIz","#","#"
"deponent","8","13","dI""pon@nt","#","#"
"deponents","9","3","dI""pon@nts","#","#"
"depopulated","11","52","d%i.p""A.pj@.l%e4.@d","#","#"
"depopulates","11","0","d%i.p""A.pj@.lets","#","#"
"depopulating","12","4","d%i.p""A.pj@.l%e4.IN","#","#"
"deportations","12","260","d%i.pOrt.""e.Sn=z","#","#"
"deported","8","964","dI.p""Or4.@d","#","#"
"deporting","9","85","dI.p""Or4.IN","#","#"
"deports","7","8","dI.p""Orts","#","#"
"deposed","7","204","dI.p""ozd","#","#"
"deposes","7","6","dI.p""oz.@z","#","#"
"deposing","8","16","dI.p""oz.IN","#","#"
"depositing","10","292","dI.p""A.z@4.IN","#","#"
"depositories","12","81","dI.p""A.z@t.%O.riz","#","#"
"depraves","8","9","dI.pr""evz","#","#"
"depraving","9","3","dI.pr""ev.IN","#","#"
"deprecated","10","133","d""E.pr@.k%e4.@d","#","#"
"deprecates","10","4","d""E.pr@.kets","#","#"
"deprecating","11","27","d""E.pr@.k%e4.IN","#","#"
"deprecatingly","13","3","d""E.pr@.k%e4.IN.li","#","#"
"depreciated","11","136","dI.pr""i.Si.%e4.@d","#","#"
"depreciates","11","40","dI.pr""i.Si.ets","#","#"
"depreciating","12","87","dI.pr""i.Si.%e4.IN","#","#"
"depredate","9","0","d""E.pr@.det","#","#"
"depredated","10","0","d""E.pr@.d%e4.@d","#","#"
"depredates","10","0","d""E.pr@.dets","#","#"
"depredating","11","7","d""E.pr@.det.IN","#","#"
"depredation","11","46","d%E.pr@.d""e.Sn=","#","#"
"depressives","11","277","dI.pr""Es.Ivz","#","#"
"DEPT","4","36,682","#","#","#"
"deputation","10","8","d%E.pj@t.""e.Sn=","#","#"
"deputations","11","0","d%E.pj@t.""e.Sn=z","#","#"
"depute","6","34","d""E.pjut","#","#"
"deputed","7","15","dI.pj""ut.@d","#","#"
"deputes","7","30","dI.pj""uts","#","#"
"deputing","8","29","dI.pj""u4.IN","#","#"
"deputizes","9","1","d""E.pj@t.%aIz.@z","#","#"
"deputizing","10","6","d""E.pj@t.%aIz.IN","#","#"
"DEQUINDRE","9","6","#","#","#"
"DER","3","21,506","d""Er","#","#"
"derailed","8","249","d%i.r""eld","#","#"
"derailing","9","76","d%i.r""el.IN","#","#"
"derailments","11","37","d%i.r""el.m@nts","#","#"
"derangements","12","9","dI.r""endZ.m@nts","#","#"
"deranges","8","1","dI.r""endZ.@z","#","#"
"deranging","9","0","dI.r""endZ.IN","#","#"
"DERAS","5","18","#","#","#"
"derate","6","7","d%i.r""et","#","#"
"derated","7","14","d%i.r""et.@d","#","#"
"derates","7","0","d%i.r""ets","#","#"
"derating","8","13","d%i.r""et.IN","#","#"
"derbies","7","30","d""3`.biz","#","#"
"DERE","4","185","""dir","#","#"
"derequisition","13","0","d%i.rE.kw@.z""I.Sn=","#","#"
"derequisitioned","15","0","d%i.rE.kw@.z""I.Sn=d","#","#"
"derequisitioning","16","0","d%i.rE.kw@.z""I.Sn=.IN","#","#"
"derequisitions","14","0","d%i.rE.kw@.z""I.Sn=z","#","#"
"derestrict","10","0","d%i.rI.str""Ikt","#","#"
"derestricted","12","6","d%i.rI.str""Ikt.@d","#","#"
"derestricting","13","1","d%i.rI.str""Ikt.IN","#","#"
"derestricts","11","0","d%i.rI.str""Ikts","#","#"
"derided","7","176","dI.r""aI4.@d","#","#"
"derides","7","45","dI.r""aIdz","#","#"
"deriding","8","66","dI.r""aI4.IN","#","#"
"derisorily","10","0","dI.r""aIs.@`.ri.li","#","#"
"derivable","9","54","dI.r""aIv.@.bl=","#","#"
"derivatively","12","2","dI.r""Iv.@4.Iv.li","#","#"
"derivatives","11","2,165","dI.r""Iv.@.4Ivz","#","#"
"dermatologists","14","36","d%3`.m@.t""A.l@.dZIsts","#","#"
"derogated","9","1","d""E.r@.get.@d","#","#"
"derogates","9","2","d""E.r@.gets","#","#"
"derogating","10","6","d""E.r@.get.IN","#","#"
"derogation","10","49","d%E.r@.g""e.Sn=","#","#"
"derogatorily","12","25","dI.r""A.g@t.%O.r@.li","#","#"
"derrick","7","1,938","d""E.rIk","#","#"
"derricks","8","15","d""E.rIks","#","#"
"derv","4","8","d""3`v","#","#"
"DES","3","23,974","d""Ez","#","#"
"desalinated","11","4","d%i.s""a.l@n.et.@d","#","#"
"desalinates","11","0","d%i.s""a.l@n.ets","#","#"
"desalinating","12","2","d%i.s""a.l@n.et.IN","#","#"
"desalination","12","108","d%i.sa.l@n.""e.Sn=","#","#"
"desalinization","14","7","d%i.sa.l@n.@z.""e.Sn=","#","#"
"desalinized","11","0","d%i.s""a.l@n.aIzd","#","#"
"desalinizes","11","0","d%i.s""a.l@n.aIz.@z","#","#"
"desalinizing","12","2","d%i.s""a.l@n.aIz.IN","#","#"
"desalt","6","0","d%i.s""Olt","#","#"
"desalted","8","2","d%i.s""Olt.@d","#","#"
"desalting","9","7","d%i.s""Olt.IN","#","#"
"desalts","7","0","d%i.s""Olts","#","#"
"descale","7","1","d%i.sk""el","#","#"
"descaled","8","0","d%i.sk""eld","#","#"
"descales","8","0","d%i.sk""elz","#","#"
"descaling","9","1","d%i.sk""el.IN","#","#"
"descant","7","21","d""E.skant","#","#"
"descants","8","6","d""E.skants","#","#"
"descents","8","187","dI.s""Ents","#","#"
"describable","11","61","dI.skr""aIb.@.bl=","#","#"
"descried","8","5","dI.skr""aId","#","#"
"descries","8","4","dI.skr""aIz","#","#"
"descriptively","13","41","dI.skr""Ip.tIv.li","#","#"
"descriptiveness","15","3","dI.skr""Ip.tIv.n@s","#","#"
"descry","6","4","dI.skr""aI","#","#"
"descrying","9","0","dI.skr""aI.IN","#","#"
"desecrates","10","1","d""E.s@.krets","#","#"
"desecrating","11","72","d""E.s@.kr%e4.IN","#","#"
"desegregates","12","0","d%i.s""E.gr@.gets","#","#"
"desegregating","13","7","d%i.s""E.gr@.g%e4.IN","#","#"
"desensitizes","12","34","d%i.s""En.s@.t%aIz.@z","#","#"
"desensitizing","13","16","d%i.s""En.s@.t%aIz.IN","#","#"
"deserters","9","107","dI.z""3`4.@`z","#","#"
"deserting","9","66","dI.z""3`4.IN","#","#"
"desertions","10","22","dI.z""3`.Sn=z","#","#"
"deservedly","10","164","dI.z""3`v.@d.li","#","#"
"deservingly","11","7","dI.z""3`v.IN.li","#","#"
"deshabille","10","0","%dEz@""bil","#","#"
"desiccant","9","24","d""E.s@.k@nt","#","#"
"desiccants","10","1","d""E.s@.k@nts","#","#"
"desiccated","10","37","d""E.s@.k%e4.@d","#","#"
"desiccates","10","0","d""E.s@.kets","#","#"
"desiccating","11","4","d""E.s@.k%e4.IN","#","#"
"desiderata","10","97","dI.z%I.4@`.r""A.4@","#","#"
"desideratum","11","8","dI.z%I.4@`.r""A.4@m","#","#"
"designedly","10","5","dI.z""aIn.@d.li","#","#"
"desirability","12","293","dI.z%aIr.@.b""Il.@.4i","#","#"
"desirably","9","13","dI.z""aIr.@.bli","#","#"
"desisted","8","22","dI.z""Ist.@d","#","#"
"desisting","9","2","dI.z""Ist.IN","#","#"
"desists","7","2","dI.z""Ists","#","#"
"DESLONDE","8","0","#","#","#"
"DESMOND","7","955","d""Ez.m@nd","#","#"
"desolated","9","16","d""E.s@.l%e4.@d","#","#"
"desolately","10","1","d""E.s@.l@t.li","#","#"
"desolates","9","1","d""E.s@.lets","#","#"
"desolating","10","5","d""E.s@.l%e4.IN","#","#"
"despaired","9","66","dI.sp""Erd","#","#"
"despairs","8","41","dI.sp""Erz","#","#"
"DESPATCHED","10","36","dI.sp""atSt","#","#"
"despicably","10","13","dI.sp""I.k@.bli","#","#"
"DESPINA","7","23","d""E.p%in@","#","#"
"despoils","8","1","dI.sp""OIlz","#","#"
"despond","7","4","dI.sp""And","#","#"
"desponded","9","0","dI.sp""And.@d","#","#"
"despondently","12","11","dI.sp""An.4@nt.li","#","#"
"desponding","10","2","dI.sp""An4.IN","#","#"
"desponds","8","0","dI.sp""Andz","#","#"
"despotically","12","3","dI.sp""A4.Ik.li","#","#"
"despotisms","10","4","d""E.sp@t.%I.zm=z","#","#"
"DESPREZ","7","19","#","#","#"
"DESPUES","7","1,512","#","#","#"
"dessertspoonful","15","0","dI.z""3`t.sp%un.fUl","#","#"
"dessertspoonfuls","16","0","dI.z""3`t.sp%un.fUlz","#","#"
"dessertspoons","13","0","dI.z""3`t.sp%unz","#","#"
"dessertspoonsful","16","0","dI""z3`t%spunz.%fUl","#","#"
"DESSIER","7","0","#","#","#"
"destinations","12","1,246","d%E.st@n.""e.Sn=z","#","#"
"destines","8","14","d""E.st@nz","#","#"
"destining","9","1","d""E.st@n.IN","#","#"
"destroys","8","2,098","dI.str""OIz","#","#"
"destructed","10","66","d@str""@kt@d","#","#"
"destructibility","15","0","dI.str%Vkt.@.b""Il.@.4i","#","#"
"destructible","12","8","dI.str""Vkt.@.bl=","#","#"
"destructing","11","32","d@str""@ktIN","#","#"
"destructively","13","85","dI.str""Vkt.Iv.li","#","#"
"destructiveness","15","79","dI.str""Vkt.Iv.n@s","#","#"
"destructs","9","36","d@str""@kts","#","#"
"desuetude","9","1","dI.s""u@.tud","#","#"
"desultorily","11","7","d""E.sl=.t%O.r@.li","#","#"
"desultory","9","81","d""E.sl=.t%O.ri","#","#"
"detachedly","10","5","dI""tatStli","#","#"
"detaches","8","61","dI.t""atS.@z","#","#"
"detaching","9","102","dI.t""atS.IN","#","#"
"detachments","11","90","dI.t""atS.m@nts","#","#"
"detailing","9","1,785","dI.t""el.IN","#","#"
"detainee","8","69","dI.t%en.""i","#","#"
"detainees","9","658","dI.t%en.""iz","#","#"
"detaining","9","76","dI.t""en.IN","#","#"
"detains","7","12","dI.t""enz","#","#"
"detects","7","1,407","dI.t""Ekts","#","#"
"detentions","10","167","dI.t""En.Sn=z","#","#"
"determinatives","14","2","dI""t3`m@%netIvz","#","#"
"determiner","10","65","dI.t""3`.mIn.@`","#","#"
"determiners","11","4","dI.t""3`.mIn.@`z","#","#"
"DETERMING","9","96","dI.t""3`.m%IN","#","#"
"deterred","8","318","dI.t""3`d","#","#"
"deterrents","10","43","dI.t""3`.@nts","#","#"
"deterring","9","103","dI.t""3`.IN","#","#"
"deters","6","142","dI.t""3`z","#","#"
"detestably","10","8","dI.t""Est.@.bli","#","#"
"detestations","12","0","d%i.tEst.""e.Sn=z","#","#"
"detesting","9","20","dI.t""Est.IN","#","#"
"detests","7","53","dI.t""Ests","#","#"
"dethroned","9","87","d%i.Tr""ond","#","#"
"dethronements","13","0","d%i.Tr""on.m@nts","#","#"
"dethrones","9","0","d%i.Tr""onz","#","#"
"dethroning","10","17","d%i.Tr""on.IN","#","#"
"detonates","9","81","d""E.4@.nets","#","#"
"detonations","11","54","d%E.4@.n""e.Sn=z","#","#"
"detonators","10","106","d""E.4@.n%e4.@`z","#","#"
"detouring","9","22","d""i.tUr.IN","#","#"
"detractions","11","12","dI.tr""ak.Sn=z","#","#"
"detrained","9","2","d%i.tr""end","#","#"
"detraining","10","9","d%i.tr""en.IN","#","#"
"detrains","8","0","d%i.tr""enz","#","#"
"detribalize","11","0","d%i.tr""aIb.l=.aIz","#","#"
"detribalized","12","0","d%i.tr""aIb.l=.aIzd","#","#"
"detribalizes","12","0","d%i.tr""aIb.l=.aIz.@z","#","#"
"detribalizing","13","0","d%i.tr""aIb.l=.aIz.IN","#","#"
"detrimentally","13","29","d%E.tr@.m""En4.l=.i","#","#"
"detritus","8","235","dI.tr""aI.4@s","#","#"
"deuced","6","4","d""ust","#","#"
"deucedly","8","2","""dusIdli","#","#"
"deuces","6","162","d""us.@z","#","#"
"DEUS","4","535","d""e@s","#","#"
"DEUTERATED","10","10","#","#","#"
"DEUTSCH","7","1,701","d""OItS","#","#"
"DEUTSCHE","8","2,845","d""OItS","#","#"
"Deutschmarks","12","61","d""OItS.mArks","#","#"
"DEUX","4","1,248","d""u","#","#"
"devaluated","10","24","dI.v""a.lju.%e4.@d","#","#"
"devaluates","10","6","dI.v""a.lju.ets","#","#"
"devaluating","11","16","dI.v""a.lju.%e4.IN","#","#"
"devaluation","11","813","dI.v%a.lju.""e.Sn=","#","#"
"devaluations","12","85","dI.v%a.lju.""e.Sn=z","#","#"
"devalued","8","282","dI.v""a.ljud","#","#"
"devalues","8","102","dI.v""a.ljuz","#","#"
"devaluing","9","107","dI.v""a.lju.IN","#","#"
"devastates","10","47","d""E.v@.stets","#","#"
"developmentally","15","203","dI.v%E.l@p.m""En4.l=.i","#","#"
"DEVENS","6","14","d""iv@nz","#","#"
"DEVER","5","72","d""iv@`","#","#"
"DEVEY","5","0","dIv""e","#","#"
"DEVEY'S","7","0","#","#","#"
"deviances","9","18","d""i.vi@ns.@z","#","#"
"deviancies","10","0","d""i.vi@ns.iz","#","#"
"deviates","8","256","d""i.vi.ets","#","#"
"deviationism","12","0","d%i.vi.""e.Sn=.%I.zm=","#","#"
"deviationist","12","4","d%i.vi.""e.Sn=.Ist","#","#"
"deviationists","13","0","d%i.vi.""e.Sn=.Ists","#","#"
"devilishly","10","76","d""E.vl=.IS.li","#","#"
"devilishness","12","2","d""E.vl=.IS.n@s","#","#"
"devilled","8","7","d""E.vl=d","#","#"
"devilling","9","1","d""E.vl=.IN","#","#"
"devilments","10","0","d""E.vl=.m@nts","#","#"
"devilries","9","0","d""E.vl=.riz","#","#"
"deviously","9","36","d""i.vi@s.li","#","#"
"deviousness","11","44","d""i.vi@s.n@s","#","#"
"devises","7","98","dI.v""aIz.@z","#","#"
"devitalization","14","1","d%i.v%aI.4l=.@z.""e.Sn=","#","#"
"devitalized","11","4","d%i.v""aI.4l=.aIzd","#","#"
"devitalizes","11","0","d%i.v""aI.4l=.%aIz.@z","#","#"
"devitalizing","12","0","d%i.v""aI.4l=.%aIz.IN","#","#"
"DEVOL","5","70","d""EvOl","#","#"
"DEVONSHIRE","10","209","d""E.vn=.SaIr","#","#"
"devouring","9","1,869","dI.v""aUr.IN","#","#"
"devours","7","150","dI.v""aUrz","#","#"
"devoutness","10","6","dI.v""aUt.n@s","#","#"
"DEWARS","6","15","#","#","#"
"dewier","6","0","d""u.i.@`","#","#"
"dewiest","7","0","""dewiIst","#","#"
"dewily","6","0","d""u@.li","#","#"
"dewiness","8","0","d""u.i.n@s","#","#"
"dewlap","6","60","d""u.lap","#","#"
"dewlaps","7","14","d""u.laps","#","#"
"dewpond","7","0","""du.pAnd","#","#"
"dewponds","8","0","""du.pAndz","#","#"
"DEXAMETHASONE","13","21","%dEks@""mET@%son","#","#"
"dexterously","11","6","d""Ek.st@`.r@s.li","#","#"
"dextrose","8","75","d""Ek.stros","#","#"
"DEY","3","465","d""e","#","#"
"dhoti","5","20","d""o.4i","#","#"
"dhotis","6","4","d""o.4iz","#","#"
"dhow","4","8","d""aU","#","#"
"dhows","5","7","d""aUz","#","#"
"DI","2","35,898","d""aI","#","#"
